Family_ID	Feature_Type	Size	Genome_Count	Genome_Percentage	Classification	Representative	Rep_Sequence_Length	Min_Length	Max_Length	Mean_Length	Sequence_Diversity	Length_Variance
FAM_P267	P	3	3	50.0%	accessory	PHTT	258	258	258	258.0	0.667	0.0
FAM_P268	P	6	6	100.0%	core	P3RJ	1236	1236	1236	1236.0	0.667	0.0
FAM_P269	P	6	6	100.0%	core	P3QF	795	795	795	795.0	0.667	0.0
FAM_P270	P	6	6	100.0%	core	P3OL	978	978	978	978.0	0.667	0.0
FAM_P271	P	6	6	100.0%	core	P3NK	1416	1416	1416	1416.0	0.667	0.0
FAM_P272	P	6	6	100.0%	core	P3ML	1092	1092	1092	1092.0	0.667	0.0
SING_PLYC	P	1	1	16.7%	accessory	PLYC	1404	1404	1404	1404.0	1.000	0.0
FAM_P273	P	6	6	100.0%	core	P3GF	1425	1425	1425	1425.0	0.667	0.0
FAM_P274	P	6	6	100.0%	core	P3FJ	441	441	441	441.0	0.667	0.0
FAM_P275	P	6	6	100.0%	core	P2K	1152	1152	1152	1152.0	0.667	0.0
FAM_P276	P	6	6	100.0%	core	P1O	1503	1503	1503	1503.0	0.667	0.0
SING_PM90	P	1	1	16.7%	accessory	PM90	957	957	957	957.0	1.000	0.0
FAM_P277	P	6	6	100.0%	core	P36V	1344	1344	1344	1344.0	0.667	0.0
FAM_P278	P	6	6	100.0%	core	P353	360	360	360	360.0	0.667	0.0
FAM_P279	P	6	6	100.0%	core	P347	630	630	651	637.0	0.667	117.6
FAM_P280	P	4	4	66.7%	accessory	P33B	891	891	891	891.0	0.750	0.0
FAM_P281	P	6	6	100.0%	core	P32F	537	537	537	537.0	0.667	0.0
FAM_P282	P	4	4	66.7%	accessory	P31J	1476	1476	1476	1476.0	0.500	0.0
FAM_P283	P	6	6	100.0%	core	P2ZR	777	774	777	776.0	0.667	2.4
FAM_P284	P	6	6	100.0%	core	P2YV	1509	1509	1509	1509.0	0.667	0.0
FAM_P285	P	6	6	100.0%	core	P2XY	2415	2415	2415	2415.0	0.667	0.0
FAM_P286	P	6	6	100.0%	core	P2X2	633	633	633	633.0	0.667	0.0
FAM_P287	P	6	6	100.0%	core	P2W6	900	900	900	900.0	0.667	0.0
FAM_P288	P	6	6	100.0%	core	P2VA	1131	1131	1131	1131.0	0.667	0.0
FAM_P289	P	3	3	50.0%	accessory	P2TI	1170	1170	1170	1170.0	0.667	0.0
SING_PMQS	P	1	1	16.7%	accessory	PMQS	1554	1554	1554	1554.0	1.000	0.0
SING_PMRO	P	1	1	16.7%	accessory	PMRO	390	390	390	390.0	1.000	0.0
SING_PMTG	P	1	1	16.7%	accessory	PMTG	333	333	333	333.0	1.000	0.0
FAM_P290	P	2	2	33.3%	accessory	PIXV	936	936	936	936.0	0.500	0.0
FAM_P291	P	2	2	33.3%	accessory	PIWZ	951	951	951	951.0	0.500	0.0
FAM_P292	P	6	6	100.0%	core	P2T	1203	1203	1203	1203.0	0.667	0.0
FAM_P293	P	6	6	100.0%	core	P3GN	726	726	726	726.0	0.667	0.0
FAM_P294	P	4	4	66.7%	accessory	P85	102	102	102	102.0	0.500	0.0
FAM_P295	P	6	6	100.0%	core	P3NY	3144	3144	3147	3145.0	0.667	2.4
FAM_P296	P	6	6	100.0%	core	P3OY	330	330	330	330.0	0.500	0.0
FAM_P297	P	6	6	100.0%	core	P3PU	3150	3150	3150	3150.0	0.667	0.0
FAM_P298	P	5	4	66.7%	accessory	P16D	570	546	570	550.8	0.800	115.2
FAM_P299	P	6	6	100.0%	core	P41O	732	732	732	732.0	0.667	0.0
FAM_P300	P	6	6	100.0%	core	P42N	1293	1293	1293	1293.0	0.667	0.0
FAM_P301	P	6	6	100.0%	core	P44E	1041	1041	1041	1041.0	0.667	0.0
FAM_P302	P	6	6	100.0%	core	P4EG	576	576	576	576.0	0.667	0.0
FAM_P303	P	6	6	100.0%	core	P4FC	174	174	174	174.0	0.167	0.0
FAM_P304	P	4	4	66.7%	accessory	P9MT	789	789	789	789.0	0.750	0.0
SING_PV9	P	1	1	16.7%	accessory	PV9	630	630	630	630.0	1.000	0.0
FAM_P305	P	6	6	100.0%	core	P4KZ	720	720	720	720.0	0.667	0.0
FAM_P306	P	6	6	100.0%	core	P4PJ	591	591	591	591.0	0.667	0.0
FAM_P307	P	9	6	100.0%	core	P4QK	375	375	1680	1109.0	0.778	297886.5
FAM_P308	P	6	6	100.0%	core	P139	171	171	171	171.0	0.500	0.0
FAM_P309	P	6	6	100.0%	core	P145	1389	1389	1389	1389.0	0.667	0.0
FAM_P310	P	6	6	100.0%	core	P151	198	198	198	198.0	0.667	0.0
FAM_P311	P	6	6	100.0%	core	P15X	900	819	900	886.5	0.833	1093.5
FAM_P312	P	6	6	100.0%	core	P17P	309	309	309	309.0	0.667	0.0
FAM_P313	P	6	6	100.0%	core	P18L	579	579	579	579.0	0.667	0.0
FAM_P314	P	6	6	100.0%	core	P19H	1026	1026	1026	1026.0	0.667	0.0
FAM_P315	P	6	6	100.0%	core	P1AD	867	867	867	867.0	0.667	0.0
FAM_P316	P	6	6	100.0%	core	P1B9	930	930	930	930.0	0.667	0.0
FAM_P317	P	6	6	100.0%	core	P1C5	1536	1536	1536	1536.0	0.667	0.0
FAM_P318	P	6	6	100.0%	core	P1ID	1080	1080	1080	1080.0	0.500	0.0
FAM_P319	P	6	6	100.0%	core	P1MT	999	999	999	999.0	0.667	0.0
FAM_P320	P	6	6	100.0%	core	P1NP	345	345	345	345.0	0.667	0.0
FAM_P321	P	6	6	100.0%	core	P1Z	1401	1401	1401	1401.0	0.667	0.0
FAM_P322	P	6	6	100.0%	core	P2V	441	441	441	441.0	0.667	0.0
FAM_P323	P	3	3	50.0%	accessory	P3R	741	741	741	741.0	0.667	0.0
FAM_P324	P	6	6	100.0%	core	P3GP	1197	1197	1197	1197.0	0.667	0.0
FAM_P325	P	6	6	100.0%	core	P3HL	915	915	915	915.0	0.667	0.0
SING_P7B	P	1	1	16.7%	accessory	P7B	1143	1143	1143	1143.0	1.000	0.0
FAM_P326	P	6	6	100.0%	core	P3MA	1452	1452	1452	1452.0	0.833	0.0
FAM_P327	P	6	6	100.0%	core	P3N7	768	768	768	768.0	0.667	0.0
FAM_P328	P	6	6	100.0%	core	P3O0	690	690	690	690.0	0.667	0.0
FAM_P329	P	6	6	100.0%	core	P3P0	1992	1992	1992	1992.0	0.667	0.0
FAM_P330	P	6	6	100.0%	core	P41R	717	717	717	717.0	0.667	0.0
FAM_P331	P	6	6	100.0%	core	P43J	648	648	648	648.0	0.667	0.0
FAM_P332	P	6	6	100.0%	core	P44G	630	630	630	630.0	0.667	0.0
FAM_P333	P	4	4	66.7%	accessory	P9RV	174	174	174	174.0	0.500	0.0
FAM_P334	P	6	6	100.0%	core	P4AE	1326	1326	1326	1326.0	0.667	0.0
FAM_P335	P	6	6	100.0%	core	P4EI	114	114	114	114.0	0.500	0.0
FAM_P336	P	6	6	100.0%	core	P4FE	954	954	954	954.0	0.667	0.0
FAM_P337	P	6	6	100.0%	core	P4G8	1047	1047	1047	1047.0	0.667	0.0
FAM_P338	P	6	6	100.0%	core	P4L1	1299	1299	1299	1299.0	0.667	0.0
FAM_P339	P	6	6	100.0%	core	P4MW	1461	1461	1461	1461.0	0.667	0.0
FAM_P340	P	6	6	100.0%	core	P4QO	882	882	882	882.0	0.667	0.0
FAM_P341	P	6	6	100.0%	core	P11J	435	435	435	435.0	0.667	0.0
FAM_P342	P	5	5	83.3%	accessory	P12F	2307	2307	2307	2307.0	0.800	0.0
FAM_P343	P	5	5	83.3%	accessory	P13B	438	438	438	438.0	0.600	0.0
FAM_P344	P	6	6	100.0%	core	P15Z	96	96	96	96.0	0.500	0.0
SING_P16V	P	1	1	16.7%	accessory	P16V	228	228	228	228.0	1.000	0.0
FAM_P345	P	6	6	100.0%	core	P17R	330	330	330	330.0	0.667	0.0
FAM_P346	P	6	6	100.0%	core	P1BB	861	861	861	861.0	0.667	0.0
FAM_P347	P	6	6	100.0%	core	P1IF	543	543	546	543.5	0.500	1.5
FAM_P348	P	8	6	100.0%	core	P1LZ	2280	732	2280	1705.1	0.750	467681.0
FAM_P349	P	6	6	100.0%	core	P1MV	1158	1158	1158	1158.0	0.667	0.0
FAM_P350	P	6	6	100.0%	core	P1NR	696	696	696	696.0	0.833	0.0
FAM_P351	P	6	6	100.0%	core	P1PJ	1206	1206	1206	1206.0	0.667	0.0
FAM_P352	P	6	6	100.0%	core	P1QF	1842	1842	1842	1842.0	0.833	0.0
FAM_P353	P	6	6	100.0%	core	P1RB	783	783	783	783.0	0.667	0.0
FAM_P354	P	6	6	100.0%	core	P1S7	2145	2145	2145	2145.0	0.833	0.0
SING_P1UV	P	1	1	16.7%	accessory	P1UV	528	528	528	528.0	1.000	0.0
SING_P207	P	1	1	16.7%	accessory	P207	315	315	315	315.0	1.000	0.0
FAM_P355	P	6	6	100.0%	core	P29Z	1188	1188	1188	1188.0	0.667	0.0
FAM_P356	P	4	4	66.7%	accessory	P2DJ	2517	2517	2517	2517.0	0.500	0.0
FAM_P357	P	6	6	100.0%	core	P2EF	1944	1944	1944	1944.0	0.667	0.0
FAM_P358	P	6	6	100.0%	core	P2FB	2337	2337	2337	2337.0	0.667	0.0
FAM_P359	P	6	6	100.0%	core	P2G7	933	930	933	932.0	0.667	2.4
FAM_P360	P	6	6	100.0%	core	P1HP	696	696	696	696.0	0.833	0.0
FAM_P361	P	6	6	100.0%	core	P1FY	351	351	351	351.0	0.667	0.0
SING_PKPY	P	1	1	16.7%	accessory	PKPY	711	711	711	711.0	1.000	0.0
FAM_P362	P	6	6	100.0%	core	P1EJ	657	657	657	657.0	0.667	0.0
FAM_P363	P	6	6	100.0%	core	P1DO	180	180	180	180.0	0.500	0.0
FAM_P364	P	6	6	100.0%	core	P1B0	984	984	984	984.0	0.833	0.0
FAM_P365	P	6	6	100.0%	core	P1A4	1488	1488	1488	1488.0	0.833	0.0
FAM_P366	P	6	6	100.0%	core	P198	1098	1098	1098	1098.0	0.667	0.0
FAM_P367	P	6	6	100.0%	core	P18C	768	768	768	768.0	0.667	0.0
FAM_P368	P	5	5	83.3%	accessory	P10S	216	216	216	216.0	0.400	0.0
FAM_P369	P	4	4	66.7%	accessory	P9IZ	267	267	267	267.0	0.750	0.0
FAM_P370	P	6	6	100.0%	core	P4I4	1137	1137	1137	1137.0	0.667	0.0
FAM_P371	P	6	6	100.0%	core	P4FH	237	237	237	237.0	0.333	0.0
FAM_P372	P	6	6	100.0%	core	P4EL	246	246	246	246.0	0.500	0.0
FAM_P373	P	2	1	16.7%	accessory	PLIE	531	531	531	531.0	0.500	0.0
FAM_P374	P	6	6	100.0%	core	P3RH	1146	1146	1146	1146.0	0.667	0.0
SING_PLYE	P	1	1	16.7%	accessory	PLYE	927	927	927	927.0	1.000	0.0
SING_PLZA	P	1	1	16.7%	accessory	PLZA	219	219	219	219.0	1.000	0.0
FAM_P375	P	6	6	100.0%	core	P3H8	459	459	546	517.0	0.667	2018.4
SING_PM92	P	1	1	16.7%	accessory	PM92	1128	1128	1128	1128.0	1.000	0.0
FAM_P376	P	2	2	33.3%	accessory	P2TG	588	588	588	588.0	0.500	0.0
SING_PMP2	P	1	1	16.7%	accessory	PMP2	1341	1341	1341	1341.0	1.000	0.0
SING_PMPY	P	1	1	16.7%	accessory	PMPY	816	816	816	816.0	1.000	0.0
FAM_P377	P	27	4	66.7%	accessory	P1G0	276	216	276	263.2	0.519	600.6
SING_PMRQ	P	1	1	16.7%	accessory	PMRQ	381	381	381	381.0	1.000	0.0
SING_PMTI	P	1	1	16.7%	accessory	PMTI	1260	1260	1260	1260.0	1.000	0.0
FAM_P378	P	2	2	33.3%	accessory	PIXT	522	522	522	522.0	0.500	0.0
FAM_P379	P	2	2	33.3%	accessory	PIWX	483	483	483	483.0	0.500	0.0
FAM_P380	P	6	6	100.0%	core	P3GR	153	153	153	153.0	0.333	0.0
SING_PIG6	P	1	1	16.7%	accessory	PIG6	3123	3123	3123	3123.0	1.000	0.0
FAM_P381	P	2	2	33.3%	accessory	PAPP	849	843	849	846.0	1.000	18.0
SING_PIME	P	1	1	16.7%	accessory	PIME	1005	1005	1005	1005.0	1.000	0.0
SING_PINA	P	1	1	16.7%	accessory	PINA	2376	2376	2376	2376.0	1.000	0.0
FAM_P382	P	2	2	33.3%	accessory	PIX2	1005	1005	1005	1005.0	0.500	0.0
FAM_P383	P	2	2	33.3%	accessory	PIXY	957	957	957	957.0	0.500	0.0
SING_PIZQ	P	1	1	16.7%	accessory	PIZQ	300	300	300	300.0	1.000	0.0
FAM_P384	P	2	2	33.3%	accessory	P9JA	858	858	858	858.0	1.000	0.0
FAM_P385	P	2	2	33.3%	accessory	PB4X	2631	2628	2631	2629.5	1.000	4.5
SING_PJ8M	P	1	1	16.7%	accessory	PJ8M	276	276	276	276.0	1.000	0.0
SING_PJ9I	P	1	1	16.7%	accessory	PJ9I	414	414	414	414.0	1.000	0.0
SING_PJAE	P	1	1	16.7%	accessory	PJAE	834	834	834	834.0	1.000	0.0
SING_PJBA	P	1	1	16.7%	accessory	PJBA	381	381	381	381.0	1.000	0.0
FAM_P386	P	6	6	100.0%	core	P2SX	813	813	813	813.0	0.667	0.0
FAM_P387	P	6	6	100.0%	core	P2S1	1392	1392	1392	1392.0	0.667	0.0
FAM_P388	P	4	4	66.7%	accessory	P2PH	468	465	468	467.2	0.750	2.2
FAM_P389	P	6	6	100.0%	core	P2OL	1692	1692	1692	1692.0	0.667	0.0
FAM_P390	P	6	6	100.0%	core	P2NR	825	825	825	825.0	0.667	0.0
SING_PJIE	P	1	1	16.7%	accessory	PJIE	927	927	927	927.0	1.000	0.0
FAM_P391	P	6	6	100.0%	core	P2M6	1059	1059	1059	1059.0	0.667	0.0
FAM_P392	P	6	6	100.0%	core	P2L9	1434	1434	1434	1434.0	0.667	0.0
FAM_P393	P	6	6	100.0%	core	P2JH	573	573	573	573.0	0.667	0.0
FAM_P394	P	3	3	50.0%	accessory	P2IL	984	975	984	981.0	0.667	27.0
FAM_P395	P	6	6	100.0%	core	P2HQ	435	435	435	435.0	0.667	0.0
FAM_P396	P	6	6	100.0%	core	P2FY	1128	1128	1128	1128.0	0.667	0.0
FAM_P397	P	6	6	100.0%	core	P2CE	306	306	306	306.0	0.667	0.0
FAM_P398	P	6	6	100.0%	core	P2BI	216	216	216	216.0	0.167	0.0
FAM_P399	P	6	6	100.0%	core	P29O	987	987	987	987.0	0.667	0.0
FAM_P400	P	6	6	100.0%	core	P28P	720	720	720	720.0	0.667	0.0
FAM_P401	P	6	6	100.0%	core	P27T	1080	1080	1080	1080.0	0.667	0.0
FAM_P402	P	6	6	100.0%	core	P26X	1734	1734	1734	1734.0	0.667	0.0
SING_PK5I	P	1	1	16.7%	accessory	PK5I	465	465	465	465.0	1.000	0.0
FAM_P403	P	6	6	100.0%	core	P1UJ	900	900	900	900.0	0.833	0.0
FAM_P404	P	6	6	100.0%	core	P1TL	1203	1203	1203	1203.0	0.667	0.0
FAM_P405	P	2	2	33.3%	accessory	PGRX	267	258	267	262.5	1.000	40.5
FAM_P406	P	6	6	100.0%	core	P1RP	1221	1221	1221	1221.0	0.667	0.0
FAM_P407	P	6	6	100.0%	core	P1QT	600	600	600	600.0	0.667	0.0
FAM_P408	P	6	6	100.0%	core	P1P1	1689	1554	1689	1644.0	0.667	4860.0
FAM_P409	P	6	6	100.0%	core	P1MD	1716	1716	1716	1716.0	0.667	0.0
SING_PKLI	P	1	1	16.7%	accessory	PKLI	807	807	807	807.0	1.000	0.0
SING_PB64	P	1	1	16.7%	accessory	PB64	207	207	207	207.0	1.000	0.0
FAM_P410	P	5	5	83.3%	accessory	P192	858	858	858	858.0	0.600	0.0
FAM_P411	P	6	6	100.0%	core	P1AU	465	465	465	465.0	0.667	0.0
FAM_P412	P	5	5	83.3%	accessory	P1DF	1125	1125	1125	1125.0	0.800	0.0
FAM_P413	P	6	6	100.0%	core	P1E9	1284	1284	1284	1284.0	0.667	0.0
FAM_P414	P	6	6	100.0%	core	P1F4	603	603	603	603.0	0.667	0.0
FAM_P415	P	5	4	66.7%	accessory	P1GY	480	114	480	384.0	0.800	25218.0
FAM_P416	P	6	6	100.0%	core	P1I2	798	798	798	798.0	0.833	0.0
FAM_P417	P	6	6	100.0%	core	P1T9	1698	1698	1698	1698.0	0.667	0.0
FAM_P418	P	6	6	100.0%	core	P1VD	480	480	480	480.0	0.833	0.0
FAM_P419	P	5	5	83.3%	accessory	P1W9	2013	2013	2013	2013.0	0.600	0.0
FAM_P420	P	6	6	100.0%	core	P1XW	3282	3282	3282	3282.0	0.833	0.0
FAM_P421	P	6	6	100.0%	core	P1YS	1038	1038	1038	1038.0	0.667	0.0
FAM_P422	P	3	3	50.0%	accessory	P5ZN	207	207	207	207.0	0.667	0.0
FAM_P423	P	6	6	100.0%	core	P21B	531	531	531	531.0	0.667	0.0
FAM_P424	P	6	6	100.0%	core	P226	768	768	768	768.0	0.667	0.0
FAM_P425	P	6	6	100.0%	core	P234	909	909	909	909.0	0.667	0.0
FAM_P426	P	7	6	100.0%	core	P2AA	1608	372	1608	1364.6	0.857	221986.3
FAM_P427	P	6	6	100.0%	core	P2B8	621	621	621	621.0	0.667	0.0
FAM_P428	P	6	6	100.0%	core	P2C4	966	966	966	966.0	0.667	0.0
FAM_P429	P	6	6	100.0%	core	P2CZ	1146	1146	1146	1146.0	0.833	0.0
FAM_P430	P	6	6	100.0%	core	P2DY	879	879	879	879.0	0.667	0.0
FAM_P431	P	6	6	100.0%	core	P2EU	552	552	552	552.0	0.667	0.0
FAM_P432	P	6	6	100.0%	core	P2HP	1332	1332	1332	1332.0	0.833	0.0
FAM_P433	P	6	6	100.0%	core	P2K2	759	759	759	759.0	0.667	0.0
FAM_P434	P	6	6	100.0%	core	P2KY	2394	2394	2394	2394.0	0.667	0.0
FAM_P435	P	3	3	50.0%	accessory	P6N0	360	360	360	360.0	0.667	0.0
FAM_P436	P	4	4	66.7%	accessory	P6NW	771	771	771	771.0	0.750	0.0
FAM_P437	P	2	2	33.3%	accessory	P6SH	747	747	747	747.0	0.500	0.0
FAM_P438	P	6	6	100.0%	core	P3FW	483	480	483	481.0	0.667	2.4
FAM_P439	P	3	3	50.0%	accessory	P3JG	294	294	294	294.0	0.667	0.0
FAM_P440	P	5	5	83.3%	accessory	P3M4	816	816	816	816.0	0.800	0.0
FAM_P441	P	6	6	100.0%	core	P3OS	1449	1449	1449	1449.0	0.667	0.0
FAM_P442	P	6	6	100.0%	core	P3PO	354	354	354	354.0	0.667	0.0
FAM_P443	P	3	3	50.0%	accessory	P3QK	1356	1356	1356	1356.0	0.667	0.0
FAM_P444	P	3	3	50.0%	accessory	P3SC	462	462	462	462.0	0.667	0.0
FAM_P445	P	6	6	100.0%	core	P3T8	2106	2106	2106	2106.0	0.667	0.0
FAM_P446	P	6	6	100.0%	core	P3U4	642	642	642	642.0	0.667	0.0
FAM_P447	P	6	6	100.0%	core	P3V0	1425	1425	1425	1425.0	0.667	0.0
FAM_P448	P	6	6	100.0%	core	P3VW	1482	1482	1482	1482.0	0.833	0.0
FAM_P449	P	3	3	50.0%	accessory	P3WS	423	423	423	423.0	0.667	0.0
FAM_P450	P	6	6	100.0%	core	P3ZG	714	714	714	714.0	0.833	0.0
FAM_P451	P	6	6	100.0%	core	P40C	921	921	921	921.0	0.667	0.0
FAM_P452	P	6	6	100.0%	core	P418	1686	1686	1686	1686.0	0.667	0.0
FAM_P453	P	6	6	100.0%	core	P424	1653	1653	1653	1653.0	0.667	0.0
FAM_P454	P	6	6	100.0%	core	P430	1284	1284	1284	1284.0	0.667	0.0
FAM_P455	P	6	6	100.0%	core	P46K	1794	1794	1794	1794.0	0.667	0.0
FAM_P456	P	4	2	33.3%	accessory	P48C	447	447	447	447.0	0.500	0.0
FAM_P457	P	3	3	50.0%	accessory	P4J0	1143	1143	1143	1143.0	0.667	0.0
FAM_P458	P	4	4	66.7%	accessory	P4JW	435	435	435	435.0	0.750	0.0
FAM_P459	P	6	6	100.0%	core	P4KS	660	660	660	660.0	0.667	0.0
FAM_P460	P	6	6	100.0%	core	P4LO	279	279	279	279.0	0.500	0.0
FAM_P461	P	6	6	100.0%	core	P4Q4	966	966	966	966.0	0.667	0.0
FAM_P462	P	6	6	100.0%	core	P103	1542	1542	1542	1542.0	0.667	0.0
FAM_P463	P	5	5	83.3%	accessory	P10V	2601	2250	2601	2530.8	0.800	24640.2
FAM_P464	P	6	4	66.7%	accessory	P177	1197	156	1281	644.0	0.667	242152.8
FAM_P465	P	2	2	33.3%	accessory	P5BG	960	960	960	960.0	0.500	0.0
FAM_P466	P	2	2	33.3%	accessory	P5GS	1119	1119	1119	1119.0	0.500	0.0
FAM_P467	P	6	6	100.0%	core	P1EB	1446	1446	1521	1471.0	0.667	1500.0
FAM_P468	P	6	6	100.0%	core	P1F6	741	741	741	741.0	0.667	0.0
FAM_P469	P	6	6	100.0%	core	P1HY	1005	1005	1005	1005.0	0.833	0.0
FAM_P470	P	6	6	100.0%	core	P1IR	195	195	195	195.0	0.500	0.0
FAM_P471	P	6	6	100.0%	core	P1KI	849	849	849	849.0	0.833	0.0
FAM_P472	P	6	6	100.0%	core	P1ON	2673	2673	2673	2673.0	0.833	0.0
FAM_P473	P	6	6	100.0%	core	P1TB	858	858	858	858.0	0.667	0.0
FAM_P474	P	6	6	100.0%	core	P1UA	1098	1098	1098	1098.0	0.667	0.0
FAM_P475	P	6	6	100.0%	core	P1VF	2280	2280	2280	2280.0	0.833	0.0
FAM_P476	P	6	6	100.0%	core	P1WB	1062	1062	1062	1062.0	0.667	0.0
FAM_P477	P	6	6	100.0%	core	P1XY	1254	1254	1254	1254.0	0.667	0.0
FAM_P478	P	6	6	100.0%	core	P1YU	699	699	699	699.0	0.667	0.0
FAM_P479	P	8	5	83.3%	accessory	P20G	4581	327	4587	2550.0	0.750	4735337.1
FAM_P480	P	6	6	100.0%	core	P21D	1539	1539	1539	1539.0	0.667	0.0
FAM_P481	P	6	6	100.0%	core	P228	1710	1710	1710	1710.0	0.667	0.0
FAM_P482	P	6	6	100.0%	core	P2BA	822	822	822	822.0	0.667	0.0
FAM_P483	P	6	6	100.0%	core	P2C6	552	552	552	552.0	0.833	0.0
FAM_P484	P	6	6	100.0%	core	P2D1	771	771	771	771.0	0.667	0.0
SING_PCTQ	P	1	1	16.7%	accessory	PCTQ	585	585	585	585.0	1.000	0.0
FAM_P485	P	6	6	100.0%	core	P2K4	837	837	837	837.0	0.667	0.0
FAM_P486	P	6	6	100.0%	core	P2LS	441	441	441	441.0	0.667	0.0
FAM_P487	P	6	6	100.0%	core	P2MU	1125	1125	1125	1125.0	0.667	0.0
FAM_P488	P	2	2	33.3%	accessory	P6SJ	222	222	222	222.0	0.500	0.0
FAM_P489	P	2	2	33.3%	accessory	P6TF	600	600	600	600.0	0.500	0.0
FAM_P490	P	2	2	33.3%	accessory	P6XV	300	300	300	300.0	0.500	0.0
FAM_P491	P	6	6	100.0%	core	P32N	1650	1650	1650	1650.0	0.667	0.0
FAM_P492	P	6	6	100.0%	core	P35C	969	969	969	969.0	0.667	0.0
FAM_P493	P	6	6	100.0%	core	P368	465	465	465	465.0	0.833	0.0
FAM_P494	P	6	6	100.0%	core	P373	957	957	957	957.0	0.833	0.0
FAM_P495	P	6	6	100.0%	core	P37Z	1503	1503	1503	1503.0	0.833	0.0
FAM_P496	P	6	6	100.0%	core	P3B9	1074	1074	1074	1074.0	0.833	0.0
FAM_P497	P	2	2	33.3%	accessory	P3FQ	591	591	591	591.0	0.500	0.0
FAM_P498	P	2	2	33.3%	accessory	P3K6	2334	2334	2334	2334.0	0.500	0.0
FAM_P499	P	2	2	33.3%	accessory	P3YD	213	213	213	213.0	0.500	0.0
FAM_P500	P	2	2	33.3%	accessory	P45H	240	240	240	240.0	0.500	0.0
FAM_P501	P	2	2	33.3%	accessory	P486	900	900	900	900.0	0.500	0.0
FAM_P502	P	2	2	33.3%	accessory	P492	1215	1215	1215	1215.0	0.500	0.0
FAM_P503	P	2	2	33.3%	accessory	P4AU	1620	1620	1620	1620.0	0.500	0.0
FAM_P504	P	2	2	33.3%	accessory	P4BQ	276	276	276	276.0	0.500	0.0
FAM_P505	P	4	4	66.7%	accessory	P4PY	3084	3084	3108	3096.0	0.750	192.0
FAM_P506	P	4	3	50.0%	accessory	P7GA	903	438	903	696.0	0.750	58866.0
FAM_P507	P	2	2	33.3%	accessory	P7FP	399	399	399	399.0	0.500	0.0
SING_PFGU	P	1	1	16.7%	accessory	PFGU	432	432	432	432.0	1.000	0.0
SING_PG0E	P	1	1	16.7%	accessory	PG0E	630	630	630	630.0	1.000	0.0
SING_PGA6	P	1	1	16.7%	accessory	PGA6	1230	1230	1230	1230.0	1.000	0.0
FAM_P508	P	6	6	100.0%	core	P1TF	1248	1248	1248	1248.0	0.833	0.0
FAM_P509	P	6	6	100.0%	core	P1LX	318	165	318	270.5	0.667	5459.1
SING_PGOE	P	1	1	16.7%	accessory	PGOE	1401	1401	1401	1401.0	1.000	0.0
SING_PGR2	P	1	1	16.7%	accessory	PGR2	426	426	426	426.0	1.000	0.0
SING_PGRY	P	1	1	16.7%	accessory	PGRY	510	510	510	510.0	1.000	0.0
FAM_P510	P	5	5	83.3%	accessory	P148	291	291	1101	777.0	0.600	196830.0
SING_PH8U	P	1	1	16.7%	accessory	PH8U	765	765	765	765.0	1.000	0.0
SING_PHE6	P	1	1	16.7%	accessory	PHE6	249	249	249	249.0	1.000	0.0
SING_PHN2	P	1	1	16.7%	accessory	PHN2	159	159	159	159.0	1.000	0.0
FAM_P511	P	6	6	100.0%	core	P3VB	327	327	327	327.0	0.667	0.0
FAM_P512	P	6	6	100.0%	core	P3RL	1668	1668	1668	1668.0	0.833	0.0
SING_PI9A	P	1	1	16.7%	accessory	PI9A	1272	1272	1272	1272.0	1.000	0.0
FAM_P513	P	8	6	100.0%	core	P3BC	1551	246	1551	1154.2	0.750	329401.9
SING_PINI	P	1	1	16.7%	accessory	PINI	1611	1611	1611	1611.0	1.000	0.0
FAM_P514	P	6	6	100.0%	core	P1OL	1056	1056	1056	1056.0	0.667	0.0
FAM_P515	P	6	6	100.0%	core	P1PH	804	753	804	787.0	0.667	693.6
FAM_P516	P	6	6	100.0%	core	P1QD	1458	1458	1458	1458.0	0.667	0.0
FAM_P517	P	6	6	100.0%	core	P1R9	717	717	717	717.0	0.667	0.0
FAM_P518	P	4	4	66.7%	accessory	P1S5	564	564	564	564.0	0.500	0.0
FAM_P519	P	6	6	100.0%	core	P1VP	201	201	201	201.0	0.167	0.0
FAM_P520	P	6	6	100.0%	core	P1WL	2244	2244	2244	2244.0	0.833	0.0
FAM_P521	P	4	4	66.7%	accessory	P21X	1440	1440	1440	1440.0	1.000	0.0
FAM_P522	P	6	6	100.0%	core	P24L	732	732	732	732.0	0.667	0.0
FAM_P523	P	6	6	100.0%	core	P25H	936	714	936	899.0	0.667	8214.0
FAM_P524	P	6	6	100.0%	core	P279	390	390	390	390.0	0.667	0.0
FAM_P525	P	6	6	100.0%	core	P285	1977	1977	1977	1977.0	0.667	0.0
FAM_P526	P	6	6	100.0%	core	P29X	426	426	426	426.0	0.667	0.0
FAM_P527	P	4	4	66.7%	accessory	P2DH	585	585	585	585.0	0.500	0.0
FAM_P528	P	6	6	100.0%	core	P2ED	1338	1338	1338	1338.0	0.833	0.0
FAM_P529	P	6	6	100.0%	core	P2F9	729	729	729	729.0	0.667	0.0
FAM_P530	P	6	6	100.0%	core	P2IT	2115	2115	2115	2115.0	0.667	0.0
FAM_P531	P	4	4	66.7%	accessory	P2JP	1023	1023	1023	1023.0	0.500	0.0
